cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene
5	8.79015640089533e-259	2.73157963573099	0.421	0.094	2.16782837158881e-254	DNAAF1
5	2.31211758470366e-254	1.85823956956107	0.669	0.267	5.70214438739616e-250	CXCL3
5	4.42518192317555e-248	1.33107233941897	0.841	0.49	1.09133836589355e-243	NLRP3
5	9.15088564629005e-243	1.84248869284521	0.671	0.294	2.25679141808805e-238	THAP2
5	1.17214384787935e-235	2.14555512573363	0.564	0.195	2.89074115764006e-231	TRAF1
5	1.6677913157717e-235	0.500078088690088	0.984	0.951	4.11310694295616e-231	PNRC1
5	8.43233006792968e-230	0.95290784440567	0.907	0.665	2.07958124135282e-225	NFKBIZ
5	4.62905497153847e-221	1.53333107181234	0.731	0.348	1.14161753708082e-216	CCL4
5	2.62332555337675e-216	1.19894547812213	0.824	0.481	6.46964547973775e-212	G0S2
5	5.89167191872114e-204	1.58882162363809	0.696	0.356	1.45300412859501e-199	IL1RN
5	1.3476432823421e-200	0.885857130488015	0.868	0.656	3.32355786291208e-196	CD83
5	7.67709885571674e-198	2.28097066632995	0.456	0.139	1.89332611979686e-193	TNFAIP6
5	3.73627993663571e-191	0.833990868515259	0.892	0.697	9.21441357973099e-187	GADD45B
5	1.78431818196629e-189	1.38846838517409	0.708	0.373	4.40048550036526e-185	OLR1
5	1.4226018888341e-187	0.368444698957432	0.997	0.991	3.50842077824265e-183	SRGN
5	7.8446317894147e-186	1.40187275470299	0.715	0.393	1.93464309190545e-181	CCRL2
5	1.06581390697837e-185	0.793467977022009	0.879	0.737	2.62851025739006e-181	PLEK
5	2.04805879498322e-184	1.02996495543606	0.82	0.542	5.05092260018763e-180	DUSP2
5	8.11148820678629e-183	0.928961458977234	0.847	0.634	2.00045522155763e-178	ETS2
5	4.41641263295397e-179	0.617223011687881	0.96	0.843	1.08917568353911e-174	NAMPT
5	9.44911877789061e-179	1.48878350209347	0.662	0.34	2.33034167300338e-174	ZC3H12A
