gene_id	gene_symbol	feature_type	seurat_feature_name	detected_cells_merged_raw	formal_merged_gene_filter_pass
ENSG00000101251	SEL1L2	Gene Expression	SEL1L2	21	TRUE
ENSG00000172264	MACROD2	Gene Expression	MACROD2	4691	TRUE
ENSG00000125848	FLRT3	Gene Expression	FLRT3	3243	TRUE
ENSG00000235914	MACROD2-AS1	Gene Expression	MACROD2-AS1	6	TRUE
ENSG00000237832	AL138808.1	Gene Expression	AL138808.1	0	FALSE
ENSG00000225181	AL121584.1	Gene Expression	AL121584.1	2	FALSE
ENSG00000089177	KIF16B	Gene Expression	KIF16B	51468	TRUE
ENSG00000273998	AL049794.1	Gene Expression	AL049794.1	374	TRUE
ENSG00000275728	AL049794.2	Gene Expression	AL049794.2	22	TRUE
ENSG00000125870	SNRPB2	Gene Expression	SNRPB2	74945	TRUE
ENSG00000125879	OTOR	Gene Expression	OTOR	9	TRUE
ENSG00000236985	AL121892.1	Gene Expression	AL121892.1	0	FALSE
ENSG00000125851	PCSK2	Gene Expression	PCSK2	64	TRUE
ENSG00000125864	BFSP1	Gene Expression	BFSP1	1052	TRUE
ENSG00000125868	DSTN	Gene Expression	DSTN	113876	TRUE
ENSG00000125844	RRBP1	Gene Expression	RRBP1	128047	TRUE
ENSG00000125888	BANF2	Gene Expression	BANF2	5	TRUE
ENSG00000233625	AL035045.1	Gene Expression	AL035045.1	60	TRUE
ENSG00000089006	SNX5	Gene Expression	SNX5	69572	TRUE
ENSG00000125850	OVOL2	Gene Expression	OVOL2	14563	TRUE
ENSG00000125871	MGME1	Gene Expression	MGME1	24745	TRUE
ENSG00000229262	AL160411.1	Gene Expression	AL160411.1	3	TRUE
ENSG00000232838	PET117	Gene Expression	PET117	17850	TRUE
ENSG00000149474	KAT14	Gene Expression	KAT14	8488	TRUE
ENSG00000125846	ZNF133	Gene Expression	ZNF133	7714	TRUE
ENSG00000237259	AL049646.2	Gene Expression	AL049646.2	1	FALSE
ENSG00000230010	AL049646.1	Gene Expression	AL049646.1	4	TRUE
ENSG00000237282	LINC00851	Gene Expression	LINC00851	0	FALSE
ENSG00000089091	DZANK1	Gene Expression	DZANK1	3767	TRUE
ENSG00000132664	POLR3F	Gene Expression	POLR3F	8688	TRUE
ENSG00000089050	RBBP9	Gene Expression	RBBP9	9560	TRUE
ENSG00000101310	SEC23B	Gene Expression	SEC23B	36838	TRUE
ENSG00000232388	SMIM26	Gene Expression	SMIM26	70272	TRUE
ENSG00000284776	AL121900.2	Gene Expression	AL121900.2	0	FALSE
ENSG00000125821	DTD1	Gene Expression	DTD1	23286	TRUE
ENSG00000233993	AL121900.1	Gene Expression	AL121900.1	1	FALSE
ENSG00000179935	LINC00652	Gene Expression	LINC00652	28	TRUE
ENSG00000273148	AL035563.1	Gene Expression	AL035563.1	3347	TRUE
ENSG00000132631	SCP2D1	Gene Expression	SCP2D1	1	FALSE
ENSG00000274863	AL135936.1	Gene Expression	AL135936.1	0	FALSE
ENSG00000185052	SLC24A3	Gene Expression	SLC24A3	839	TRUE
ENSG00000235996	AL136090.1	Gene Expression	AL136090.1	0	FALSE
ENSG00000179447	AL049647.1	Gene Expression	AL049647.1	1	FALSE
ENSG00000268628	AL121761.2	Gene Expression	AL121761.2	6486	TRUE
ENSG00000233895	AL121761.1	Gene Expression	AL121761.1	585	TRUE
ENSG00000275142	AL132821.1	Gene Expression	AL132821.1	115	TRUE
ENSG00000132669	RIN2	Gene Expression	RIN2	29465	TRUE
ENSG00000173418	NAA20	Gene Expression	NAA20	55007	TRUE
ENSG00000101343	CRNKL1	Gene Expression	CRNKL1	21465	TRUE
ENSG00000089101	CFAP61	Gene Expression	CFAP61	80	TRUE
ENSG00000241054	AL035454.1	Gene Expression	AL035454.1	0	FALSE
ENSG00000225417	AL049648.1	Gene Expression	AL049648.1	0	FALSE
ENSG00000243810	AL121721.1	Gene Expression	AL121721.1	1	FALSE
ENSG00000173404	INSM1	Gene Expression	INSM1	982	TRUE
ENSG00000188559	RALGAPA2	Gene Expression	RALGAPA2	49080	TRUE
ENSG00000234104	AL133465.1	Gene Expression	AL133465.1	1	FALSE
ENSG00000225127	LINC00237	Gene Expression	LINC00237	58	TRUE
ENSG00000283405	AL121759.2	Gene Expression	AL121759.2	1	FALSE
ENSG00000088970	KIZ	Gene Expression	KIZ	17539	TRUE
ENSG00000228604	AL121759.1	Gene Expression	AL121759.1	1	FALSE
ENSG00000232712	KIZ-AS1	Gene Expression	KIZ-AS1	89	TRUE
ENSG00000275457	AL117332.1	Gene Expression	AL117332.1	1497	TRUE
ENSG00000088930	XRN2	Gene Expression	XRN2	58738	TRUE
ENSG00000125816	NKX2-4	Gene Expression	NKX2-4	0	FALSE
ENSG00000225280	AL158013.1	Gene Expression	AL158013.1	21	TRUE
ENSG00000278041	AL133325.3	Gene Expression	AL133325.3	506	TRUE
ENSG00000125820	NKX2-2	Gene Expression	NKX2-2	1102	TRUE
ENSG00000258197	NKX2-2-AS1	Gene Expression	NKX2-2-AS1	1	FALSE
ENSG00000233492	AL133325.2	Gene Expression	AL133325.2	0	FALSE
ENSG00000279082	LINC01727	Gene Expression	LINC01727	336	TRUE
ENSG00000280350	LINC01726	Gene Expression	LINC01726	2	FALSE
ENSG00000125813	PAX1	Gene Expression	PAX1	75	TRUE
ENSG00000238034	AL109807.1	Gene Expression	AL109807.1	0	FALSE
ENSG00000234435	LINC01432	Gene Expression	LINC01432	0	FALSE
ENSG00000234862	AL035258.1	Gene Expression	AL035258.1	0	FALSE
ENSG00000225321	LINC01427	Gene Expression	LINC01427	2	FALSE
ENSG00000204684	AL133464.1	Gene Expression	AL133464.1	3	TRUE
ENSG00000259974	LINC00261	Gene Expression	LINC00261	1342	TRUE
ENSG00000283932	AL121722.1	Gene Expression	AL121722.1	9	TRUE
ENSG00000125798	FOXA2	Gene Expression	FOXA2	18611	TRUE
ENSG00000237396	LINC01384	Gene Expression	LINC01384	8	TRUE
ENSG00000230400	LINC01747	Gene Expression	LINC01747	26	TRUE
ENSG00000283072	AL158175.1	Gene Expression	AL158175.1	0	FALSE
ENSG00000230492	AL049651.1	Gene Expression	AL049651.1	5	TRUE
ENSG00000132671	SSTR4	Gene Expression	SSTR4	0	FALSE
ENSG00000178726	THBD	Gene Expression	THBD	10418	TRUE
ENSG00000125810	CD93	Gene Expression	CD93	16174	TRUE
ENSG00000233746	LINC00656	Gene Expression	LINC00656	12	TRUE
ENSG00000275179	AL118508.2	Gene Expression	AL118508.2	1	FALSE
ENSG00000230387	AL118508.1	Gene Expression	AL118508.1	230	TRUE
ENSG00000277901	AL390037.1	Gene Expression	AL390037.1	88	TRUE
ENSG00000234832	AL096677.1	Gene Expression	AL096677.1	6	TRUE
ENSG00000132661	NXT1	Gene Expression	NXT1	29292	TRUE
ENSG00000232645	LINC01431	Gene Expression	LINC01431	2361	TRUE
ENSG00000125812	GZF1	Gene Expression	GZF1	8466	TRUE
ENSG00000125814	NAPB	Gene Expression	NAPB	16288	TRUE
ENSG00000125823	CSTL1	Gene Expression	CSTL1	25	TRUE
ENSG00000125831	CST11	Gene Expression	CST11	2	FALSE
ENSG00000273838	AL109954.2	Gene Expression	AL109954.2	10	TRUE
ENSG00000260202	AL109954.1	Gene Expression	AL109954.1	1	FALSE
ENSG00000276638	AL109954.3	Gene Expression	AL109954.3	0	FALSE
ENSG00000125815	CST8	Gene Expression	CST8	1	FALSE
ENSG00000101435	CST9L	Gene Expression	CST9L	0	FALSE
ENSG00000173335	CST9	Gene Expression	CST9	1	FALSE
ENSG00000101439	CST3	Gene Expression	CST3	130473	TRUE
ENSG00000270001	AL121894.2	Gene Expression	AL121894.2	186	TRUE
ENSG00000225056	AL121894.1	Gene Expression	AL121894.1	15	TRUE
ENSG00000101441	CST4	Gene Expression	CST4	12	TRUE
ENSG00000170373	CST1	Gene Expression	CST1	164	TRUE
ENSG00000230908	AL591074.1	Gene Expression	AL591074.1	0	FALSE
ENSG00000170369	CST2	Gene Expression	CST2	76	TRUE
ENSG00000170367	CST5	Gene Expression	CST5	8	TRUE
ENSG00000149435	GGTLC1	Gene Expression	GGTLC1	0	FALSE
ENSG00000236151	AL110503.1	Gene Expression	AL110503.1	0	FALSE
ENSG00000230133	LINC01721	Gene Expression	LINC01721	1	FALSE
ENSG00000232200	AL158090.1	Gene Expression	AL158090.1	0	FALSE
ENSG00000101463	SYNDIG1	Gene Expression	SYNDIG1	178	TRUE
ENSG00000228539	AL157413.1	Gene Expression	AL157413.1	0	FALSE
ENSG00000231015	AL049594.1	Gene Expression	AL049594.1	0	FALSE
ENSG00000274173	AL035661.1	Gene Expression	AL035661.1	5888	TRUE
ENSG00000077984	CST7	Gene Expression	CST7	19431	TRUE
ENSG00000101474	APMAP	Gene Expression	APMAP	39233	TRUE
ENSG00000154930	ACSS1	Gene Expression	ACSS1	25773	TRUE
ENSG00000275358	AL080312.2	Gene Expression	AL080312.2	18	TRUE
ENSG00000100987	VSX1	Gene Expression	VSX1	61	TRUE
ENSG00000230725	AL035252.2	Gene Expression	AL035252.2	10	TRUE
ENSG00000197586	ENTPD6	Gene Expression	ENTPD6	37389	TRUE
ENSG00000277938	AL035252.3	Gene Expression	AL035252.3	2010	TRUE
ENSG00000274414	AL121772.1	Gene Expression	AL121772.1	2469	TRUE
ENSG00000100994	PYGB	Gene Expression	PYGB	45443	TRUE
ENSG00000274507	AL121772.2	Gene Expression	AL121772.2	20	TRUE
ENSG00000276952	AL121772.3	Gene Expression	AL121772.3	309	TRUE
ENSG00000100997	ABHD12	Gene Expression	ABHD12	29380	TRUE
ENSG00000101003	GINS1	Gene Expression	GINS1	8376	TRUE
ENSG00000101004	NINL	Gene Expression	NINL	5628	TRUE
ENSG00000170191	NANP	Gene Expression	NANP	6283	TRUE
ENSG00000213742	ZNF337-AS1	Gene Expression	ZNF337-AS1	3120	TRUE
ENSG00000130684	ZNF337	Gene Expression	ZNF337	8518	TRUE
ENSG00000278383	AL031673.1	Gene Expression	AL031673.1	384	TRUE
ENSG00000226465	AL390198.1	Gene Expression	AL390198.1	537	TRUE
ENSG00000175170	FAM182B	Gene Expression	FAM182B	81	TRUE
ENSG00000226203	LINC01733	Gene Expression	LINC01733	2	FALSE
ENSG00000231081	AL078587.1	Gene Expression	AL078587.1	17	TRUE
ENSG00000230440	AL391119.1	Gene Expression	AL391119.1	0	FALSE
ENSG00000238129	AL121904.1	Gene Expression	AL121904.1	0	FALSE
ENSG00000205611	LINC01597	Gene Expression	LINC01597	1324	TRUE
ENSG00000231934	LINC01598	Gene Expression	LINC01598	0	FALSE
ENSG00000215547	DEFB115	Gene Expression	DEFB115	0	FALSE
ENSG00000215545	DEFB116	Gene Expression	DEFB116	0	FALSE
ENSG00000131068	DEFB118	Gene Expression	DEFB118	16	TRUE
ENSG00000180483	DEFB119	Gene Expression	DEFB119	1	FALSE
ENSG00000204548	DEFB121	Gene Expression	DEFB121	0	FALSE
ENSG00000180424	DEFB123	Gene Expression	DEFB123	0	FALSE
ENSG00000180383	DEFB124	Gene Expression	DEFB124	15	TRUE
ENSG00000088320	REM1	Gene Expression	REM1	720	TRUE
ENSG00000233354	LINC00028	Gene Expression	LINC00028	10	TRUE
ENSG00000101294	HM13	Gene Expression	HM13	66906	TRUE
ENSG00000230613	HM13-AS1	Gene Expression	HM13-AS1	166	TRUE
ENSG00000278276	AL110115.2	Gene Expression	AL110115.2	364	TRUE
ENSG00000125968	ID1	Gene Expression	ID1	84230	TRUE
ENSG00000131055	COX4I2	Gene Expression	COX4I2	1102	TRUE
ENSG00000171552	BCL2L1	Gene Expression	BCL2L1	27724	TRUE
ENSG00000236559	AL117381.1	Gene Expression	AL117381.1	62	TRUE
ENSG00000281376	ABALON	Gene Expression	ABALON	288	TRUE
ENSG00000088325	TPX2	Gene Expression	TPX2	16535	TRUE
ENSG00000101306	MYLK2	Gene Expression	MYLK2	99	TRUE
ENSG00000179772	FOXS1	Gene Expression	FOXS1	1148	TRUE
ENSG00000149599	DUSP15	Gene Expression	DUSP15	615	TRUE
ENSG00000131044	TTLL9	Gene Expression	TTLL9	238	TRUE
ENSG00000088356	PDRG1	Gene Expression	PDRG1	15556	TRUE
ENSG00000260903	XKR7	Gene Expression	XKR7	30	TRUE
ENSG00000101331	CCM2L	Gene Expression	CCM2L	4395	TRUE
ENSG00000226239	AL031658.1	Gene Expression	AL031658.1	101	TRUE
ENSG00000101336	HCK	Gene Expression	HCK	7658	TRUE
ENSG00000101337	TM9SF4	Gene Expression	TM9SF4	37341	TRUE
ENSG00000126003	PLAGL2	Gene Expression	PLAGL2	18615	TRUE
ENSG00000101346	POFUT1	Gene Expression	POFUT1	19432	TRUE
ENSG00000101350	KIF3B	Gene Expression	KIF3B	30166	TRUE
ENSG00000277692	AL121583.1	Gene Expression	AL121583.1	503	TRUE
ENSG00000171456	ASXL1	Gene Expression	ASXL1	35852	TRUE
ENSG00000197183	NOL4L	Gene Expression	NOL4L	38126	TRUE
ENSG00000236772	AL034550.1	Gene Expression	AL034550.1	36	TRUE
ENSG00000277301	AL034550.2	Gene Expression	AL034550.2	54	TRUE
ENSG00000233293	AL133343.2	Gene Expression	AL133343.2	3	TRUE
ENSG00000204393	NOL4L-DT	Gene Expression	NOL4L-DT	1	FALSE
ENSG00000228156	AL133343.1	Gene Expression	AL133343.1	0	FALSE
ENSG00000198547	C20orf203	Gene Expression	C20orf203	47	TRUE
ENSG00000285382	FO393400.1	Gene Expression	FO393400.1	9	TRUE
ENSG00000149600	COMMD7	Gene Expression	COMMD7	49063	TRUE
ENSG00000088305	DNMT3B	Gene Expression	DNMT3B	2432	TRUE
ENSG00000101367	MAPRE1	Gene Expression	MAPRE1	47943	TRUE
ENSG00000260536	AL035071.2	Gene Expression	AL035071.2	9	TRUE
ENSG00000260257	AL035071.1	Gene Expression	AL035071.1	10370	TRUE
ENSG00000215529	EFCAB8	Gene Expression	EFCAB8	52	TRUE
ENSG00000167098	SUN5	Gene Expression	SUN5	0	FALSE
ENSG00000078898	BPIFB2	Gene Expression	BPIFB2	1	FALSE
ENSG00000167104	BPIFB6	Gene Expression	BPIFB6	0	FALSE
ENSG00000186190	BPIFB3	Gene Expression	BPIFB3	0	FALSE
ENSG00000186191	BPIFB4	Gene Expression	BPIFB4	1	FALSE
ENSG00000131050	BPIFA2	Gene Expression	BPIFA2	21	TRUE
ENSG00000224876	AL121901.1	Gene Expression	AL121901.1	0	FALSE
ENSG00000131059	BPIFA3	Gene Expression	BPIFA3	0	FALSE
ENSG00000198183	BPIFA1	Gene Expression	BPIFA1	0	FALSE
ENSG00000125999	BPIFB1	Gene Expression	BPIFB1	22	TRUE
ENSG00000101391	CDK5RAP1	Gene Expression	CDK5RAP1	19107	TRUE
ENSG00000101400	SNTA1	Gene Expression	SNTA1	5462	TRUE
ENSG00000078699	CBFA2T2	Gene Expression	CBFA2T2	31468	TRUE
ENSG00000275223	AL121906.2	Gene Expression	AL121906.2	216	TRUE
ENSG00000125967	NECAB3	Gene Expression	NECAB3	14403	TRUE
ENSG00000149609	C20orf144	Gene Expression	C20orf144	197	TRUE
ENSG00000182584	ACTL10	Gene Expression	ACTL10	3282	TRUE
ENSG00000271803	AL121906.1	Gene Expression	AL121906.1	1	FALSE
ENSG00000101412	E2F1	Gene Expression	E2F1	9876	TRUE
ENSG00000101417	PXMP4	Gene Expression	PXMP4	12709	TRUE
ENSG00000229188	AL050349.1	Gene Expression	AL050349.1	3	TRUE
ENSG00000131061	ZNF341	Gene Expression	ZNF341	4376	TRUE
ENSG00000230753	ZNF341-AS1	Gene Expression	ZNF341-AS1	321	TRUE
ENSG00000101421	CHMP4B	Gene Expression	CHMP4B	53912	TRUE
ENSG00000285230	AL034549.1	Gene Expression	AL034549.1	5633	TRUE
ENSG00000125970	RALY	Gene Expression	RALY	70302	TRUE
ENSG00000228386	AL031668.1	Gene Expression	AL031668.1	0	FALSE
ENSG00000125977	EIF2S2	Gene Expression	EIF2S2	84524	TRUE
ENSG00000101440	ASIP	Gene Expression	ASIP	122	TRUE
ENSG00000101444	AHCY	Gene Expression	AHCY	32627	TRUE
ENSG00000078747	ITCH	Gene Expression	ITCH	32156	TRUE
ENSG00000236388	ITCH-AS1	Gene Expression	ITCH-AS1	203	TRUE
ENSG00000125971	DYNLRB1	Gene Expression	DYNLRB1	88116	TRUE
ENSG00000101460	MAP1LC3A	Gene Expression	MAP1LC3A	48267	TRUE
ENSG00000101464	PIGU	Gene Expression	PIGU	19428	TRUE
ENSG00000198646	NCOA6	Gene Expression	NCOA6	29723	TRUE
ENSG00000078804	TP53INP2	Gene Expression	TP53INP2	13718	TRUE
ENSG00000131067	GGT7	Gene Expression	GGT7	11171	TRUE
ENSG00000131069	ACSS2	Gene Expression	ACSS2	55127	TRUE
ENSG00000100983	GSS	Gene Expression	GSS	39912	TRUE
ENSG00000078814	MYH7B	Gene Expression	MYH7B	1106	TRUE
ENSG00000100991	TRPC4AP	Gene Expression	TRPC4AP	32820	TRUE
ENSG00000088298	EDEM2	Gene Expression	EDEM2	25137	TRUE
ENSG00000101000	PROCR	Gene Expression	PROCR	8678	TRUE
ENSG00000278367	AL356652.1	Gene Expression	AL356652.1	340	TRUE
ENSG00000126005	MMP24OS	Gene Expression	MMP24OS	55142	TRUE
ENSG00000125966	MMP24	Gene Expression	MMP24	266	TRUE
ENSG00000261582	AL121753.1	Gene Expression	AL121753.1	75	TRUE
ENSG00000242372	EIF6	Gene Expression	EIF6	71829	TRUE
ENSG00000235214	FAM83C-AS1	Gene Expression	FAM83C-AS1	122	TRUE
ENSG00000125998	FAM83C	Gene Expression	FAM83C	36	TRUE
ENSG00000101019	UQCC1	Gene Expression	UQCC1	21517	TRUE
ENSG00000204183	GDF5OS	Gene Expression	GDF5OS	48	TRUE
ENSG00000125965	GDF5	Gene Expression	GDF5	8	TRUE
ENSG00000126001	CEP250	Gene Expression	CEP250	15982	TRUE
ENSG00000230155	FO393401.1	Gene Expression	FO393401.1	3023	TRUE
ENSG00000125975	C20orf173	Gene Expression	C20orf173	0	FALSE
ENSG00000125991	ERGIC3	Gene Expression	ERGIC3	65128	TRUE
ENSG00000061656	SPAG4	Gene Expression	SPAG4	3726	TRUE
ENSG00000214078	CPNE1	Gene Expression	CPNE1	59782	TRUE
ENSG00000272897	AL109827.1	Gene Expression	AL109827.1	0	FALSE
ENSG00000244462	RBM12	Gene Expression	RBM12	36038	TRUE
ENSG00000244005	NFS1	Gene Expression	NFS1	16880	TRUE
ENSG00000125995	ROMO1	Gene Expression	ROMO1	57666	TRUE
ENSG00000131051	RBM39	Gene Expression	RBM39	158656	TRUE
ENSG00000025293	PHF20	Gene Expression	PHF20	44844	TRUE
ENSG00000171222	SCAND1	Gene Expression	SCAND1	77559	TRUE
ENSG00000149646	CNBD2	Gene Expression	CNBD2	10337	TRUE
ENSG00000260032	NORAD	Gene Expression	NORAD	75882	TRUE
ENSG00000277235	AL035420.3	Gene Expression	AL035420.3	258	TRUE
ENSG00000234139	AL035420.1	Gene Expression	AL035420.1	37	TRUE
ENSG00000237063	AL035420.2	Gene Expression	AL035420.2	22	TRUE
ENSG00000088367	EPB41L1	Gene Expression	EPB41L1	23147	TRUE
ENSG00000232406	AL121895.1	Gene Expression	AL121895.1	112	TRUE
ENSG00000278035	AL121895.2	Gene Expression	AL121895.2	705	TRUE
ENSG00000131043	AAR2	Gene Expression	AAR2	11442	TRUE
ENSG00000080845	DLGAP4	Gene Expression	DLGAP4	28375	TRUE
ENSG00000232907	DLGAP4-AS1	Gene Expression	DLGAP4-AS1	371	TRUE
ENSG00000101335	MYL9	Gene Expression	MYL9	15876	TRUE
ENSG00000118707	TGIF2	Gene Expression	TGIF2	10288	TRUE
ENSG00000259399	TGIF2-RAB5IF	Gene Expression	TGIF2-RAB5IF	1	FALSE
ENSG00000101084	RAB5IF	Gene Expression	RAB5IF	57477	TRUE
ENSG00000101082	SLA2	Gene Expression	SLA2	4093	TRUE
ENSG00000101079	NDRG3	Gene Expression	NDRG3	17273	TRUE
ENSG00000149636	DSN1	Gene Expression	DSN1	15643	TRUE
ENSG00000149639	SOGA1	Gene Expression	SOGA1	8804	TRUE
ENSG00000101342	TLDC2	Gene Expression	TLDC2	6980	TRUE
ENSG00000101347	SAMHD1	Gene Expression	SAMHD1	31417	TRUE
ENSG00000080839	RBL1	Gene Expression	RBL1	9720	TRUE
ENSG00000269846	AL136172.1	Gene Expression	AL136172.1	70	TRUE
ENSG00000101353	MROH8	Gene Expression	MROH8	938	TRUE
ENSG00000118705	RPN2	Gene Expression	RPN2	72442	TRUE
ENSG00000118702	GHRH	Gene Expression	GHRH	43	TRUE
ENSG00000101363	MANBAL	Gene Expression	MANBAL	22504	TRUE
ENSG00000197122	SRC	Gene Expression	SRC	24919	TRUE
ENSG00000166619	BLCAP	Gene Expression	BLCAP	45690	TRUE
ENSG00000053438	NNAT	Gene Expression	NNAT	94	TRUE
ENSG00000274469	LINC01746	Gene Expression	LINC01746	1	FALSE
ENSG00000225759	LINC00489	Gene Expression	LINC00489	0	FALSE
ENSG00000204117	AL162293.1	Gene Expression	AL162293.1	35	TRUE
ENSG00000132792	CTNNBL1	Gene Expression	CTNNBL1	27568	TRUE
ENSG00000132821	VSTM2L	Gene Expression	VSTM2L	332	TRUE
ENSG00000101407	TTI1	Gene Expression	TTI1	15012	TRUE
ENSG00000101413	RPRD1B	Gene Expression	RPRD1B	24484	TRUE
ENSG00000277550	AL031651.1	Gene Expression	AL031651.1	12	TRUE
ENSG00000198959	TGM2	Gene Expression	TGM2	13756	TRUE
ENSG00000149633	KIAA1755	Gene Expression	KIAA1755	547	TRUE
ENSG00000285144	AL359555.3	Gene Expression	AL359555.3	0	FALSE
ENSG00000285347	AL359555.4	Gene Expression	AL359555.4	41	TRUE
ENSG00000285100	AL359555.2	Gene Expression	AL359555.2	24	TRUE
ENSG00000206249	AL359555.1	Gene Expression	AL359555.1	11	TRUE
ENSG00000101425	BPI	Gene Expression	BPI	71	TRUE
ENSG00000129988	LBP	Gene Expression	LBP	66	TRUE
ENSG00000275285	AL391095.2	Gene Expression	AL391095.2	0	FALSE
ENSG00000224635	AL391095.1	Gene Expression	AL391095.1	942	TRUE
ENSG00000275401	AL391095.3	Gene Expression	AL391095.3	99	TRUE
ENSG00000170471	RALGAPB	Gene Expression	RALGAPB	31492	TRUE
ENSG00000182035	ADIG	Gene Expression	ADIG	4	TRUE
ENSG00000124143	ARHGAP40	Gene Expression	ARHGAP40	14	TRUE
ENSG00000101438	SLC32A1	Gene Expression	SLC32A1	39	TRUE
ENSG00000101442	ACTR5	Gene Expression	ACTR5	9085	TRUE
ENSG00000101445	PPP1R16B	Gene Expression	PPP1R16B	7886	TRUE
ENSG00000101447	FAM83D	Gene Expression	FAM83D	7667	TRUE
ENSG00000274825	AL023803.2	Gene Expression	AL023803.2	615	TRUE
ENSG00000261431	AL023803.1	Gene Expression	AL023803.1	153	TRUE
ENSG00000101452	DHX35	Gene Expression	DHX35	8833	TRUE
ENSG00000230324	LINC01734	Gene Expression	LINC01734	0	FALSE
ENSG00000229976	AL118523.1	Gene Expression	AL118523.1	3	TRUE
ENSG00000237767	LINC01370	Gene Expression	LINC01370	0	FALSE
ENSG00000233415	AL133419.1	Gene Expression	AL133419.1	0	FALSE
ENSG00000223410	AL009050.1	Gene Expression	AL009050.1	0	FALSE
ENSG00000204103	MAFB	Gene Expression	MAFB	16772	TRUE
ENSG00000229771	AL035665.1	Gene Expression	AL035665.1	28	TRUE
ENSG00000198900	TOP1	Gene Expression	TOP1	77206	TRUE
ENSG00000226648	PLCG1-AS1	Gene Expression	PLCG1-AS1	146	TRUE
ENSG00000124181	PLCG1	Gene Expression	PLCG1	12475	TRUE
ENSG00000174306	ZHX3	Gene Expression	ZHX3	11593	TRUE
ENSG00000132793	LPIN3	Gene Expression	LPIN3	32972	TRUE
ENSG00000183798	EMILIN3	Gene Expression	EMILIN3	216	TRUE
ENSG00000124177	CHD6	Gene Expression	CHD6	47063	TRUE
ENSG00000225458	AL049812.2	Gene Expression	AL049812.2	0	FALSE
ENSG00000228959	AL049812.3	Gene Expression	AL049812.3	1	FALSE
ENSG00000196090	PTPRT	Gene Expression	PTPRT	383	TRUE
ENSG00000229042	AL031656.1	Gene Expression	AL031656.1	0	FALSE
ENSG00000227599	AL031676.1	Gene Expression	AL031676.1	2	FALSE
ENSG00000233508	AL021395.1	Gene Expression	AL021395.1	44	TRUE
ENSG00000124193	SRSF6	Gene Expression	SRSF6	72477	TRUE
ENSG00000185513	L3MBTL1	Gene Expression	L3MBTL1	5700	TRUE
ENSG00000277611	Z98752.3	Gene Expression	Z98752.3	0	FALSE
ENSG00000226143	Z98752.1	Gene Expression	Z98752.1	16	TRUE
ENSG00000101049	SGK2	Gene Expression	SGK2	19617	TRUE
ENSG00000282876	Z98752.4	Gene Expression	Z98752.4	303	TRUE
ENSG00000101052	IFT52	Gene Expression	IFT52	15186	TRUE
ENSG00000101057	MYBL2	Gene Expression	MYBL2	12117	TRUE
ENSG00000124196	GTSF1L	Gene Expression	GTSF1L	93	TRUE
ENSG00000233277	LINC01728	Gene Expression	LINC01728	1	FALSE
ENSG00000124191	TOX2	Gene Expression	TOX2	5999	TRUE
ENSG00000149596	JPH2	Gene Expression	JPH2	584	TRUE
ENSG00000132823	OSER1	Gene Expression	OSER1	25809	TRUE
ENSG00000223891	OSER1-DT	Gene Expression	OSER1-DT	2938	TRUE
ENSG00000124194	GDAP1L1	Gene Expression	GDAP1L1	17	TRUE
ENSG00000197296	FITM2	Gene Expression	FITM2	8671	TRUE
ENSG00000101074	R3HDML	Gene Expression	R3HDML	26	TRUE
ENSG00000226812	AL117382.1	Gene Expression	AL117382.1	10240	TRUE
ENSG00000101076	HNF4A	Gene Expression	HNF4A	54483	TRUE
ENSG00000229005	HNF4A-AS1	Gene Expression	HNF4A-AS1	3	TRUE
ENSG00000233376	AL117382.2	Gene Expression	AL117382.2	0	FALSE
ENSG00000168746	LINC01620	Gene Expression	LINC01620	26	TRUE
ENSG00000124120	TTPAL	Gene Expression	TTPAL	11993	TRUE
ENSG00000132824	SERINC3	Gene Expression	SERINC3	63837	TRUE
ENSG00000168734	PKIG	Gene Expression	PKIG	37981	TRUE
ENSG00000196839	ADA	Gene Expression	ADA	10318	TRUE
ENSG00000132832	AL139352.1	Gene Expression	AL139352.1	10	TRUE
ENSG00000283440	LINC01260	Gene Expression	LINC01260	1	FALSE
ENSG00000244558	KCNK15-AS1	Gene Expression	KCNK15-AS1	86	TRUE
ENSG00000064205	WISP2	Gene Expression	WISP2	1868	TRUE
ENSG00000124249	KCNK15	Gene Expression	KCNK15	483	TRUE
ENSG00000101098	RIMS4	Gene Expression	RIMS4	242	TRUE
ENSG00000166913	YWHAB	Gene Expression	YWHAB	145131	TRUE
ENSG00000101104	PABPC1L	Gene Expression	PABPC1L	9840	TRUE
ENSG00000025772	TOMM34	Gene Expression	TOMM34	16319	TRUE
ENSG00000227477	STK4-AS1	Gene Expression	STK4-AS1	77	TRUE
ENSG00000101109	STK4	Gene Expression	STK4	88585	TRUE
ENSG00000124134	KCNS1	Gene Expression	KCNS1	27	TRUE
ENSG00000175121	WFDC5	Gene Expression	WFDC5	42	TRUE
ENSG00000168703	WFDC12	Gene Expression	WFDC12	210	TRUE
ENSG00000124102	PI3	Gene Expression	PI3	26103	TRUE
ENSG00000124233	SEMG1	Gene Expression	SEMG1	1372	TRUE
ENSG00000124157	SEMG2	Gene Expression	SEMG2	430	TRUE
ENSG00000124107	SLPI	Gene Expression	SLPI	40015	TRUE
ENSG00000124159	MATN4	Gene Expression	MATN4	923	TRUE
ENSG00000124232	RBPJL	Gene Expression	RBPJL	0	FALSE
