cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene
5	7.48226785417449e-122	0.791409537204455	0.907	0.683	1.84527689819651e-117	GADD45B
5	1.44102816429551e-118	1.25082704088622	0.738	0.405	3.55386365878558e-114	CCRL2
5	1.68917515445321e-117	1.40020911938943	0.662	0.312	4.1658437659125e-113	BIRC3
5	5.70766087285757e-116	1.20502426942688	0.733	0.403	1.40762332446413e-111	OLR1
5	4.18438442411966e-115	1.96259978382151	0.462	0.162	1.03195288667639e-110	MIR155HG
5	2.98904612693571e-112	0.831448677749275	0.885	0.654	7.37158555824886e-108	SAMSN1
5	1.08099721217671e-111	1.52309567558596	0.593	0.26	2.66595532467021e-107	MAFF
5	4.06885080200029e-108	1.0245796639212	0.757	0.476	1.00345998478931e-103	GPR183
5	1.43969064681121e-107	0.734039798219491	0.891	0.682	3.55056507316581e-103	CDKN1A
5	3.20107565833987e-106	1.06812307972716	0.775	0.48	7.89449278859779e-102	NFKB1
5	7.73277814540659e-105	0.95269947003698	0.817	0.514	1.90705774622017e-100	G0S2
5	1.30394067191526e-104	0.632787794430247	0.899	0.754	3.21577848507741e-100	REL
5	1.33700906486905e-103	0.741767364942637	0.864	0.683	3.29733175578005e-99	CFLAR
5	2.67047853548004e-102	0.689252467446019	0.891	0.731	6.58593416420087e-98	PLEK
5	1.46381863831586e-101	0.790980097109406	0.894	0.642	3.61006952581458e-97	KDM6B
5	4.34829356055044e-101	0.881474373644843	0.856	0.565	1.07237615790295e-96	NR4A1
6	0	4.41794236845616	0.369	0.021	0	MMP12
6	5.82023037994061e-222	3.9822579330119	0.252	0.017	1.43538521630095e-217	DNASE1L3
6	1.03531854368964e-219	3.38007401297973	0.358	0.041	2.55330259244738e-215	S100B
6	2.31580950002043e-207	1.90563498301065	0.794	0.228	5.71124938895039e-203	C1QC
6	3.82649463302304e-192	3.16215553670087	0.377	0.054	9.43690106396142e-188	ADAMDEC1
6	2.27047802664781e-188	1.84609572960734	0.765	0.221	5.59945290931883e-184	C1QB
6	7.39304596411832e-174	2.75551518925223	0.364	0.054	1.82327299567086e-169	P2RY6
6	2.31608682331666e-170	1.88304432926717	0.734	0.24	5.71193332366354e-166	PTMS
6	9.6027874938501e-168	3.00207749699875	0.307	0.039	2.36823945173331e-163	ITM2C
6	8.7601383471386e-165	1.66981503023596	0.789	0.265	2.16042531917132e-160	C1QA
6	4.3238017930371e-162	3.77678302009782	0.216	0.019	1.06633599819881e-157	LINC00996
6	8.68896564552723e-152	5.00331438119203	0.118	0.004	2.14287270749993e-147	ADGRG5
