cluster	gene	avg_log_normalized_expression	pct_expressing	cluster_cell_count
11	COL1A2	0.015519708876497	0.0637725701114099	2603
11	COL3A1	0.021079744245884	0.0929696504033807	2603
11	RGS5	0.0244101588484459	0.0799077986938148	2603
11	PECAM1	0.0311255528263423	0.0914329619669612	2603
11	VWF	0.0352425953225226	0.0995005762581637	2603
11	PLVAP	0.0123186753211121	0.0537840952746831	2603
12	CD3D	0.0380696939029626	0.0501355013550136	2214
12	CD3E	0.0362852119047455	0.0546522131887986	2214
12	TRAC	0.0444989682512398	0.0632339656729901	2214
12	CD4	0.0229515472353845	0.034327009936766	2214
12	IL7R	0.0484847010069362	0.0799457994579946	2214
12	CCR7	0.00815744105268563	0.0167118337850045	2214
12	LTB	0.0334125971704515	0.0487804878048781	2214
12	MALAT1	2.58480843793906	0.908310749774164	2214
12	FOXP3	0.00417505216840983	0.00903342366757001	2214
12	IL2RA	0.0127401167611994	0.029810298102981	2214
12	CTLA4	0.00654185800540669	0.014453477868112	2214
12	CD8A	0.0242197311792926	0.0365853658536585	2214
12	CD8B	0.00515568882220773	0.00993676603432701	2214
12	GZMK	0.016495856480031	0.020776874435411	2214
12	CCL5	0.23385777982387	0.341463414634146	2214
12	NKG7	0.0432890109615638	0.0632339656729901	2214
12	GNLY	0.0421615758524154	0.0587172538392051	2214
12	GZMB	0.0223688478492468	0.0338753387533875	2214
12	PRF1	0.0109300394301412	0.0212285456187895	2214
12	KLRD1	0.078061265520014	0.142728093947606	2214
12	FCER1G	0.0639220642816709	0.0840108401084011	2214
12	TRDC	0.00388187200477646	0.00496838301716351	2214
12	MS4A1	0.0220782971812032	0.023486901535682	2214
12	CD79A	0.0395233098603174	0.0596205962059621	2214
12	CD74	2.50704824792606	0.849141824751581	2214
12	CD37	0.0499303082840815	0.0718157181571816	2214
12	CD27	0.0103032319755595	0.017163504968383	2214
12	MZB1	0.10893283282925	0.173893405600723	2214
12	JCHAIN	0.976233964852064	0.75609756097561	2214
12	XBP1	0.371334658632535	0.327461607949413	2214
12	SDC1	0.0227618620184762	0.0447154471544715	2214
12	LYZ	0.475980073440988	0.410569105691057	2214
